id,symbol,name,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,last_updated
aptos,apt,Aptos,4.97,3199315172,41,5716420398,343085396,5.02,4.58,0.368706,8.02163,233190526,7.86179,645789408.4204196,1153874066.654027,,19.92,-75.10275,2023-01-26T14:25:17.390Z,3.08,61.03768,2022-12-29T21:35:14.796Z,2025-07-11T13:53:21.763Z
arbitrum,arb,Arbitrum,0.413306,2050806735,59,4131993292,695615795,0.43054,0.357848,0.052117,14.4294,257254179,14.34328,4963238296.0,10000000000.0,10000000000.0,2.39,-82.73425,2024-01-12T12:29:59.231Z,0.245747,67.937,2025-04-07T07:01:34.124Z,2025-07-11T13:53:21.944Z
arbitrum-bridged-wbtc-arbitrum-one,wbtc,Arbitrum Bridged WBTC (Arbitrum One),117333,950290273,108,950290273,220805528,118455,110509,6783.8,6.13646,43045644,4.74466,8110.70280128,8110.70280128,,118455,-1.04992,2025-07-11T09:51:13.780Z,49594,136.34181,2024-08-05T13:30:13.831Z,2025-07-11T13:53:21.612Z
apecoin,ape,ApeCoin,0.670971,536411072,164,670970526,62550533,0.683372,0.628307,0.03569699,5.61915,28741013,5.66136,799455492.0,1000000000.0,1000000000.0,26.7,-97.49052,2022-04-28T21:44:21.164Z,0.354833,88.80802,2025-04-07T06:55:35.578Z,2025-07-11T13:53:21.709Z
arbitrum-bridged-weth-arbitrum-one,weth,Arbitrum Bridged WETH (Arbitrum One),2994.52,507622921,169,507622921,692579142,3037.15,2764.97,214.52,7.71647,26431029,5.49283,169801.782216917,169801.782216917,,4097.16,-27.00145,2024-12-06T20:22:25.030Z,1395.31,114.35183,2025-04-09T01:32:31.046Z,2025-07-11T13:53:22.277Z
apenft,nft,APENFT,4.48713e-07,444362634,185,448798747,53401991,4.50722e-07,4.40455e-07,6.937e-09,1.57018,7009092,1.60261,990105682877398.0,999990000000000.0,999990000000000.0,7.53e-06,-94.03497,2021-09-05T00:10:47.823Z,2.98737e-07,50.3562,2023-06-10T04:30:05.717Z,2025-07-11T13:53:21.529Z
amp-token,amp,Amp,0.00371649,312723666,238,370039426,19080178,0.00374094,0.00349697,0.00020017,5.69245,17066105,5.77225,84231346590.2867,99669205039.99,99669205039.99,0.120813,-96.92781,2021-06-16T16:03:41.147Z,0.00140933,163.35809,2023-10-12T17:40:43.384Z,2025-07-11T13:53:21.647Z
ankr,ankr,Ankr Network,0.01626706,162536480,338,162536480,25669726,0.01636657,0.0147526,0.00146297,9.88223,14490869,9.78811,10000000000.0,10000000000.0,10000000000.0,0.213513,-92.38722,2021-04-16T19:44:04.474Z,0.00070728,2198.13316,2020-03-13T02:24:03.563Z,2025-07-11T13:53:21.701Z
amnis-aptos,amapt,Amnis Aptos,4.9,123504996,413,123531159,415959,4.97,4.54,0.335298,7.34582,8470196,7.36316,25203628.7157081,25208967.9349,,18.83,-73.97753,2024-03-26T18:14:39.068Z,3.76,30.26079,2025-06-22T20:40:47.199Z,2025-07-11T13:53:21.392Z
anzen-usdz,usdz,Anzen USDz,0.989236,121603835,416,121603835,128687,0.992844,0.986349,0.00177688,0.17994,289245,0.23843,122943287.4516693,122943287.4516693,,1.052,-5.92454,2025-05-27T15:36:13.247Z,0.821209,20.46073,2025-03-07T06:41:18.272Z,2025-07-11T13:53:21.552Z
apollo-diversified-credit-securitize-fund,acred,Apollo Diversified Credit Securitize Fund,1035.76,108721751,453,108721751,0.0,1037.53,1035.04,0.118934,0.01148,62139,0.05719,104968.533805,104968.533805,,1037.53,-0.17091,2025-07-10T17:10:05.820Z,1004.33,3.12856,2025-04-09T14:50:03.475Z,2025-07-11T13:50:12.089Z
anime,anime,Animecoin,0.01848241,102249694,471,184612733,33966650,0.01890861,0.01647022,0.00180154,10.80002,9806992,10.60872,5538604656.0,10000000000.0,10000000000.0,0.186122,-90.08409,2025-01-23T13:35:23.566Z,0.01240107,48.82318,2025-04-07T06:55:45.218Z,2025-07-11T13:53:21.542Z
api3,api3,Api3,0.705856,87876118,527,105468105,22382399,0.719458,0.646617,0.052497,8.03492,6430862,7.89593,124644376.0957226,149597028.8275756,149597028.8275756,10.3,-93.14179,2021-04-07T06:54:35.507Z,0.498098,41.78132,2025-03-11T01:07:41.238Z,2025-07-11T13:53:21.593Z
apu-s-club,apu,Apu Apustaja,0.00021375,72210340,604,72210340,4912227,0.00021669,0.00018197,3.123e-05,17.11251,10468431,16.95515,337892157625.5295,337892157625.5295,420690000000.0,0.00146564,-85.46003,2024-11-18T07:01:14.190Z,1.88e-06,11249.94919,2024-03-22T07:40:49.889Z,2025-07-11T13:53:21.980Z
andy-the-wisguy,andy,ANDY ETH,6.818e-05,69098392,616,69098392,1587072,7.229e-05,5.751e-05,1.056e-05,18.32073,11526749,20.02157,1000000000000.0,1000000000000.0,1000000000000.0,0.00035218,-80.40606,2024-12-12T09:47:16.556Z,2.39287e-07,28737.96204,2024-03-13T11:42:09.532Z,2025-07-11T13:53:21.489Z
ao-computer,ao,ao Computer,14.41,63870497,653,63870497,2087616,14.95,13.16,1.045,7.81998,4734117,8.00542,4428784.278013,4428784.278013,21000000.0,50.01,-71.11178,2025-04-07T04:32:48.977Z,10.84,33.22941,2025-04-16T13:40:37.836Z,2025-07-11T13:53:21.474Z
anvil,anvl,Anvil,0.00204113,55512292,698,200744064,155511,0.00204737,0.0020243,-1.336685802854e-06,-0.06544,-211655.96466462314,-0.37983,27284667291.396843,98667066238.80089,100000000000.0,0.00929021,-78.15279,2025-01-04T02:16:12.801Z,0.00107134,89.44993,2025-04-08T17:50:51.978Z,2025-07-11T13:53:21.453Z
aquarius,aqua,Aquarius,0.00096907,34527338,907,96570607,506023,0.00096598,0.00088502,8.257e-05,9.31422,2788181,8.78467,35743179575.12093,99971232585.0,100000000000.0,0.02350576,-95.89943,2021-12-11T15:32:15.920Z,9.804e-05,883.13514,2022-10-14T01:14:05.209Z,2025-07-11T13:53:21.693Z
apollox-2,apx,APX,0.07873,34214432,914,316195803,1149629,0.079071,0.076498,0.00171486,2.22666,912303,2.73947,434585698.45472044,4016263469.0,10000000000.0,0.248951,-68.39608,2021-12-27T13:22:46.173Z,7.159e-05,109806.91296,2023-09-20T09:34:32.037Z,2025-07-11T13:53:21.787Z
ancient8,a8,Ancient8,0.11061,33212330,926,110656014,10823460,0.112001,0.102915,0.0064914,6.23462,1964036,6.28526,300140303.7,1000000000.0,1000000000.0,0.493364,-77.627,2024-12-19T10:51:23.379Z,0.061995,78.04719,2024-11-03T15:10:02.223Z,2025-07-11T13:53:21.490Z
ampleforth,ampl,Ampleforth,1.21,33088735,930,35676334,534787,1.25,1.2,-0.012155209556493407,-0.99317,-385930.75562349334,-1.1529,27345066.120455973,29483500.04424894,,4.07,-70.26928,2020-07-12T20:49:38.893Z,0.155869,675.65597,2019-10-31T23:34:28.705Z,2025-07-11T13:53:21.486Z
ankreth,ankreth,Ankr Staked ETH,3584.87,31448415,961,31448415,367.22,3641.22,3314.3,257.2,7.72906,2420869,8.3399,8772.550219398394,8772.550219398394,,4803.34,-25.36718,2024-12-06T20:25:35.905Z,534.32,570.92548,2020-12-24T06:45:06.825Z,2025-07-11T11:58:44.619Z
amo,amo,AMO Coin,0.00145304,30909667,970,30909667,30195100,0.00175762,0.00140312,-0.000149647479006378,-9.33727,-3297556.7696243525,-9.63994,21200000000.0,21200000000.0,21200000000.0,0.01594326,-90.77611,2021-04-05T16:02:55.365Z,9.585e-05,1434.18555,2024-07-15T22:44:38.189Z,2025-07-11T13:53:21.365Z
ampleforth-governance-token,forth,Ampleforth Governance,2.57,29495893,999,39224872,5843720,2.58,2.44,0.105713,4.29385,1159472,4.09181,11503546.447170038,15297897.14455933,,180.47,-98.5784,2021-04-21T16:13:43.320Z,1.89,35.74783,2025-04-05T19:57:47.290Z,2025-07-11T13:53:21.646Z
arbdoge-ai,aidoge,ArbDoge AI,1.37897e-10,25859777,1066,25859777,10532837,1.40604e-10,1.25704e-10,1.0816e-11,8.51073,1939239,8.107,1.87998180877789e+17,1.87998183142261e+17,2.1e+17,1.118e-09,-87.68105,2023-05-01T01:35:38.530Z,4.7681e-11,188.95018,2023-09-14T02:40:44.398Z,2025-07-11T13:53:23.031Z
apex-token-2,apex,ApeX,0.189063,18516585,1250,94609941,533470,0.219167,0.171323,0.01681284,9.76071,1642821,9.73595,97857499.0,499999990.0,1000000000.0,3.83,-94.96638,2024-03-27T12:54:53.954Z,0.110496,74.58095,2023-10-20T01:14:07.946Z,2025-07-11T13:53:21.556Z
araracoin,arara,Araracoin,0.00050145,18172918,1264,50132188,252303,0.00050391,0.00050099,-2.365616094537e-06,-0.46954,-74181.77748864517,-0.40654,36250000000.0,100000000000.0,100000000000.0,0.00107827,-53.50682,2025-06-15T12:40:46.383Z,0.00020025,150.35328,2025-03-25T11:21:56.511Z,2025-07-11T13:53:21.830Z
apex-5,sn1,Apex,8.7,14023725,1408,14023725,293032,8.97,8.18,0.450667,5.46354,818451,6.19791,1612055.955261703,1612055.955261703,21000000.0,12.58,-30.83403,2025-06-10T11:45:36.657Z,6.99,24.40873,2025-07-06T03:35:25.411Z,2025-07-11T13:53:21.434Z
apf-coin,apfc,APF coin,0.079296,13823425,1416,20296488,48862,0.110052,0.079613,-0.020702722158049344,-20.70294,-3218736.8114076126,-18.8869,170268683.7504873,250000000.0,250000000.0,1.15,-92.94281,2025-02-27T13:31:10.868Z,0.05347,51.83416,2025-07-02T05:20:19.933Z,2025-07-11T13:53:21.589Z
apertum,aptm,Apertum,1.3,12393449,1503,15501268,5930777,1.31,1.29,-0.001730642115456593,-0.13245,213863,1.75592,9490837.4689235,11870788.743445,2100000000.0,2.08,-37.09134,2025-04-05T07:28:35.107Z,0.748089,74.54992,2025-06-30T17:17:01.590Z,2025-07-11T13:53:21.439Z
amnis-staked-aptos-coin,stapt,Amnis Staked Aptos Coin,5.65,11397712,1546,11397712,42137,5.72,5.22,0.401367,7.64398,804793,7.59746,2016038.3,2016038.3,,19.62,-71.17616,2024-03-26T18:29:14.508Z,0.103468,5365.36399,2024-06-05T04:50:44.091Z,2025-07-11T13:53:21.427Z
aragon,ant,Aragon,0.165634,6623883,1921,7145527,475.06,0.335517,0.164621,-0.15212170161864835,-47.8738,-6098833.24331307,-47.93657,40039312.049009934,43192488.2259379,45094973.0,13.41,-98.76751,2022-01-01T00:00:00.000Z,0.01259491,1212.19596,2025-02-19T21:44:39.949Z,2025-07-11T13:53:21.482Z
arbitrum-bridged-weth-arbitrum-nova,weth,Arbitrum Bridged WETH (Arbitrum Nova),2993.27,5683106,2023,5683106,8972.34,3029.42,2766.16,213.65,7.68637,390963,7.38761,1901.407791320244,1901.407791320244,,4187.0,-28.57096,2024-12-08T21:26:20.894Z,1394.75,114.42767,2025-04-09T01:32:08.837Z,2025-07-11T13:53:21.752Z
apwine,apw,Spectra [OLD],0.41849,4031986,2325,20922506,211.87,0.654882,0.344026,-0.19916112173621325,-32.24491,-1919967.836607289,-32.25777,9635523.871052865,50000000.0,50000000.0,5.82,-92.81607,2021-10-14T13:11:49.682Z,0.096342,334.34023,2022-06-18T20:44:09.079Z,2025-07-11T13:53:20.184Z
andy-on-base,andy,Andy,0.00345292,3447446,2480,3447446,46733,0.0034487,0.00295506,0.00046377,15.51503,448726,14.96391,1000000000.0,1000000000.0,1000000000.0,0.04575116,-92.48362,2024-06-07T14:37:30.247Z,0.00161819,112.51117,2024-04-02T21:40:01.821Z,2025-07-11T13:52:34.946Z
angle-protocol,angle,ANGLE,0.01320658,2660825,2728,13206580,6617.59,0.01331076,0.01314684,-9.4727276563962e-05,-0.71217,-19085.386593834497,-0.71217,201477201.56345758,1000000000.0,1000000000.0,2.33,-99.43339,2021-11-04T02:18:52.138Z,0.01116791,18.2796,2025-02-27T05:42:40.726Z,2025-07-11T13:51:35.297Z
anita-ai,anita,Anita AI,0.00248894,2487614,2800,2487614,145116,0.00257975,0.00229937,0.00018841,8.18999,178229,7.71758,1000000000.0,1000000000.0,1000000000.0,0.01030041,-75.84128,2025-05-19T12:00:58.030Z,0.00201524,23.48135,2025-07-01T20:07:37.826Z,2025-07-11T13:52:16.584Z
ansem-s-minutes,ansem,Ansem's minutes,24.7,2450665,2818,2450665,105935,29.11,21.61,2.92,13.41705,307301,14.33734,99164.494248,99164.494248,100000.0,29.11,-15.10484,2025-07-10T19:37:07.292Z,5.77,328.56362,2025-06-26T11:26:56.382Z,2025-07-11T13:52:55.274Z
analog,anlog,Analog,0.00129658,2409249,2837,11751134,270698,0.00132977,0.00129549,-3.1883534583492e-05,-2.40003,-57609.229639468715,-2.33533,1857089401.595,9057971000.0,,0.0100305,-87.06619,2025-02-10T11:26:08.041Z,0.00109997,17.94194,2025-04-22T11:20:37.019Z,2025-07-11T13:51:53.162Z
apescreener,apes,ApeScreener,0.02325342,2319350,2878,2319350,11288.87,0.02406604,0.02091554,0.00210036,9.92932,205328,9.71268,100000000.0,100000000.0,100000000.0,0.167266,-86.10525,2024-12-07T12:52:04.456Z,0.00165652,1303.0098,2024-07-05T08:24:02.442Z,2025-07-11T13:53:05.643Z
apple-xstock,aaplx,Apple xStock,210.44,1840121,3129,1891479,18034718,213.34,209.93,-0.496816384195796,-0.23553,94801,5.43174,8754.98653447,8999.34132161,,239.98,-12.51676,2025-07-03T11:14:53.617Z,201.98,3.93934,2025-06-27T18:11:37.664Z,2025-07-11T13:52:49.775Z
arbius,aius,Arbius,5.8,1786526,3165,5799204,36578,6.13,5.59,-0.32374664453865254,-5.28743,-60548.470633821096,-3.27807,308064.1109319083,1000000.0,1000000.0,1086.22,-99.46652,2024-02-19T02:54:38.495Z,4.55,27.36102,2025-06-19T18:24:58.174Z,2025-07-11T13:51:27.337Z
amocucinare,amore,Amocucinare,0.00165769,1500878,3348,1643878,4057.6,0.00168402,0.00160965,-1.4867458071644e-05,-0.88891,-18147.672355535906,-1.19469,905404588.3863782,991669296.052848,1000000000.0,0.01469843,-88.74488,2024-11-25T19:44:04.091Z,0.00124895,32.45756,2025-03-05T09:43:54.194Z,2025-07-11T13:51:47.867Z
aos-2,sn79,τaos,1.13,1396314,3422,1396314,59554,1.19,1.05,0.074615,7.04726,104561,8.09453,1231975.334275923,1231975.334275923,21000000.0,2.21,-48.82026,2025-06-10T11:44:31.954Z,0.930907,21.74724,2025-07-03T13:30:04.328Z,2025-07-11T13:53:13.947Z
apeironnft,aprs,Apeiron,0.00613577,1215420,3594,6147336,413467,0.00619834,0.00593657,1.18e-06,0.01921,3189.15,0.26308,197714888.3662737,1000000000.0,1000000000.0,1.89,-99.67475,2024-03-27T04:15:14.693Z,0.00490595,25.05741,2025-06-19T13:02:37.863Z,2025-07-11T13:53:21.834Z
apex-ai,apex,Apex AI,0.00114101,1137845,3659,1142031,300138,0.0011438,0.00088146,0.00012562,12.37208,128415,12.72159,993937582.174322,997594223.431862,1000000000.0,0.00611562,-81.297,2025-05-27T10:31:55.708Z,0.00088146,29.76313,2025-07-11T11:51:19.889Z,2025-07-11T13:53:16.934Z
apm-coin,apm,apM Coin,0.00287464,1041301,3753,5215495,293715,0.00297564,0.00281685,2.592e-05,0.90976,11752.41,1.14151,361875000.0,1812500000.0,,1.066,-99.72818,2020-03-05T03:12:19.381Z,0.00244691,18.44726,2025-04-09T12:05:50.401Z,2025-07-11T13:51:57.970Z
anchor-protocol,anc,Anchor Protocol,0.00295391,1035019,3767,2953911,55610,,,,,,,350389360.084083,1000000000.0,1000000000.0,8.23,-99.96411,2021-03-19T08:34:07.726Z,0.00096729,205.37959,2025-06-06T06:32:39.904Z,2025-06-20T11:02:32.508Z
anzen-finance,anz,Anzen Finance,0.00120609,1026544,3777,12060914,20772,0.00125305,0.00097477,0.00021748,21.99794,185100,21.99794,851132749.0449231,10000000000.0,10000000000.0,0.03563003,-96.61602,2024-12-20T22:40:45.236Z,0.00041244,192.33766,2025-06-25T22:45:34.030Z,2025-07-11T13:53:05.952Z
antfarm-token,atf,Antfarm Token,0.104548,1018092,3788,1018092,2631.72,0.1081,0.092754,0.00437773,4.37027,39192,4.00365,9789328.804539654,9789327.778335126,10000000.0,0.247867,-57.84886,2024-03-14T05:02:55.794Z,0.068837,51.7759,2025-04-09T01:31:00.183Z,2025-07-11T13:52:55.330Z
andy-4,andy,Andy BSC,9.33e-09,933227,3894,933227,22277,9.604e-09,8.888e-09,-2.69580031e-10,-2.80818,-27069.687323336722,-2.81889,100000000000000.0,100000000000000.0,100000000000000.0,9.1526e-07,-98.98037,2025-01-11T09:41:24.160Z,3.499e-09,166.69628,2025-05-12T08:25:25.478Z,2025-07-11T13:51:44.380Z
any-inu,ai,Any Inu,2.09e-06,879911,3972,879911,105931,2.1e-06,1.88e-06,9.6479e-08,4.84241,42205,5.03813,420690000000.0,420690000000.0,420690000000.0,0.000121,-98.26722,2024-03-04T14:30:22.595Z,1.54e-06,35.91698,2024-01-02T05:55:39.555Z,2025-07-11T13:52:28.902Z
angel-twin,angl,ANGL TOKEN,0.00422955,844746,4018,4223732,259253,0.0046344,0.00387816,-0.000262233977885798,-5.83808,-53637.79377567035,-5.97047,200000000.0,1000000000.0,1000000000.0,0.01037575,-59.34124,2025-06-26T11:04:11.447Z,0.00387816,8.77965,2025-07-11T04:19:51.741Z,2025-07-11T13:53:10.398Z
aquarius-2,aquarius,Aquarius,0.00067265,668613,4322,668613,3441.73,0.00068417,0.00058979,7.942e-05,13.38864,75392,12.70894,999995002.696036,999995002.696036,999999999.0,0.00799548,-91.58231,2024-12-14T17:21:44.875Z,0.00021456,213.67563,2025-05-06T19:15:29.991Z,2025-07-11T13:52:47.627Z
anti-rug-agent,antirug,Anti Rug Agent,0.00066479,661239,4333,661239,19490.81,0.00075761,0.00064608,-2.1720955845541e-05,-3.16394,-26954.9836828619,-3.91677,999779858.59609,999779858.59609,1000000000.0,0.01352923,-95.10799,2025-01-23T04:05:50.804Z,0.0003518,88.13524,2025-01-05T08:45:13.219Z,2025-07-11T13:52:13.642Z
andromeda-2,andr,Andromeda,0.00336179,622052,4397,3359577,72975,0.00352131,0.00335759,-0.000159517891466381,-4.53007,-29488.81735219818,-4.52601,185157920.2567581,1000000000.0,1000000000.0,1.85,-99.81789,2024-02-27T12:10:28.544Z,0.00335759,0.07767,2025-07-11T05:56:10.229Z,2025-07-11T13:52:04.471Z
angola,agla,Angola,0.00121966,611475,4418,3672892,319795,0.00125453,0.00118541,3.05e-05,2.56479,17499.99,2.94625,499450000.0,3000000000.0,3000000000.0,0.483956,-99.74706,2023-02-09T18:00:17.354Z,0.00054182,125.927,2025-03-13T23:57:21.118Z,2025-07-11T13:51:55.877Z
arbidoge,adoge,ArbiDoge,6.5396e-08,522388,4634,522388,4060.24,6.615e-08,5.4339e-08,1.0446e-08,19.01097,83157,18.93251,8000000000000.0,8000000000000.0,10000000000000.0,1.48e-06,-95.58444,2024-03-08T19:36:49.609Z,6.199e-09,952.61307,2022-06-18T20:51:41.607Z,2025-07-11T13:53:19.520Z
apix-2,apix,APIX,5.222e-05,521867,4639,521867,4090.02,5.228e-05,4.476e-05,3.15e-06,6.42096,521867,0.0,10000000000.0,10000000000.0,10000000000.0,5.228e-05,-0.29948,2025-07-11T13:28:55.313Z,4.348e-05,19.89353,2025-07-10T06:14:43.357Z,2025-07-11T13:53:12.323Z
apexrom,apr,Apexrom,0.00107227,487429,4735,1040071,3.93,,,,,,,454576520.0,969970520.0,990000000.0,0.00123536,-13.20212,2025-01-28T22:45:42.373Z,0.00011975,795.40492,2025-03-01T23:38:56.601Z,2025-07-10T12:38:56.832Z
andyman,andyman,Andyman,0.0004668,448532,4818,448532,1578.16,0.00046897,0.00041072,5.608e-05,13.6534,52813,13.34612,963473302.2692025,963473302.2692025,1000000000.0,0.00372507,-87.47536,2024-10-28T08:18:14.053Z,0.00027707,68.38666,2025-04-22T00:54:36.111Z,2025-07-11T13:53:06.390Z
anita-max-wynn,wynn,Anita Max Wynn,0.00039237,391111,4987,391111,16230.03,0.00040843,0.00037474,1.116e-05,2.92878,10260.71,2.69416,999999999.0,999999999.0,999999999.0,0.084088,-99.53519,2024-01-21T13:39:50.148Z,0.00023637,65.35059,2025-04-07T11:49:56.571Z,2025-07-11T13:52:09.970Z
aped,aped,Aped,0.388871,390325,4999,390325,76482,0.4352,0.311688,0.060819,18.53953,64101,19.64946,1000000.0,1000000.0,1000000.0,15.27,-97.44776,2024-11-14T14:14:45.074Z,0.171105,127.76936,2024-10-03T14:21:09.499Z,2025-07-11T13:52:00.201Z
ample,ampd,Ample,0.00040324,386694,5009,403236,3540.89,0.00040456,0.00034846,5.296e-05,15.11936,50715,15.09483,958975500.0298266,1000000000.0,1000000000.0,0.0009777,-58.75658,2025-05-27T06:27:48.849Z,0.00022077,82.64738,2025-05-13T16:54:46.916Z,2025-07-11T13:44:28.576Z
anarchy-2,anarchy,ANARCHY,0.0008794,378263,5050,378263,472.01,0.00089018,0.00083587,2.861e-05,3.36234,11241.45,3.06289,430139511.268144,430139511.268144,430296051.61,0.01011476,-91.29827,2024-12-11T05:44:42.214Z,0.00041579,111.68412,2025-03-31T13:50:38.496Z,2025-07-11T13:52:10.133Z
andyerc,andy,AndyBlast,0.00356958,348034,5175,348034,651.82,0.00363657,0.00327357,0.00028276,8.60285,27654,8.6317,97500000.0,97500000.0,100000000.0,0.503941,-99.29288,2024-06-26T16:33:03.412Z,0.00260448,36.82159,2025-05-31T21:56:51.322Z,2025-07-11T13:51:38.016Z
anonymouscodingcult,acc,AnonymousCodingCult,0.04984047,337688,5205,337688,3651.38,0.051964,0.0446545,0.00510386,11.40868,32590,10.68186,6802476.850891,6802476.850891,6815793.0,0.057314,-13.38552,2025-07-08T13:29:48.781Z,0.02861669,73.47175,2025-07-01T14:48:29.628Z,2025-07-11T13:52:55.392Z
analos,analos,analoS,3.24e-06,322597,5255,323870,7056.39,3.25e-06,2.99e-06,2.17562e-07,7.20373,22731,7.58049,99573652405.2578,99966563776.4558,99980604131.0,0.00214514,-99.84884,2023-12-25T10:19:41.322Z,2.73e-06,18.68175,2025-07-09T07:57:09.011Z,2025-07-11T13:52:07.584Z
ansem-s-cat,hobbes,Ansem's Cat,0.00029476,293691,5380,293691,5822.32,0.00030324,0.00028122,7.77e-06,2.70758,6699.06,2.33423,999999889.33,999999889.33,1000000000.0,0.128487,-99.77121,2024-04-03T18:04:43.386Z,8.223e-05,257.50091,2025-04-07T08:02:43.087Z,2025-07-11T13:52:45.191Z
apy-vision,vision,APY.vision,0.196128,277338,5445,326676,12.02,0.202392,0.18156,0.01365599,7.48387,17421.0,6.70252,1414064.522267694,1665621.579450694,5000000.0,7.36,-97.34057,2021-09-03T19:01:07.028Z,0.094489,107.19601,2025-04-09T01:29:47.177Z,2025-07-11T13:52:09.089Z
andy-on-sol,andy,Andy on SOL,0.00028831,272762,5469,272762,375135,0.0003003,0.00027079,1.13e-05,4.0777,10686.63,4.0777,946130000.12194,946130000.12194,1000000000.0,0.051211,-99.43864,2024-03-15T00:27:38.427Z,0.00025042,14.79753,2025-06-22T18:16:27.895Z,2025-07-11T13:52:04.259Z
andrea-von-speed-2,andrea,Andrea Von Speed,0.00025532,255885,5566,255885,83030,0.00037492,0.00024656,-0.000107465469129937,-29.62213,-106403.68328058018,-29.3699,1000000000.0,1000000000.0,1000000000.0,0.00047451,-46.12979,2025-07-10T06:41:47.900Z,2.192e-05,1066.0512,2025-06-06T00:35:13.849Z,2025-07-11T13:52:56.516Z
andreywtr,wtr,AndreyWTR,0.00026069,245796,5600,245796,61123,0.00053051,0.00024113,-0.000261561857862961,-50.08357,-248091.60602518756,-50.23237,948557862.315808,948557862.315808,1000000000.0,0.00177748,-85.39878,2025-06-20T08:34:42.415Z,0.00024113,7.63337,2025-07-10T22:59:01.709Z,2025-07-11T13:52:55.536Z
apu-apustaja-sol,apu,Apu Apustaja (Solana),0.00023459,234403,5660,234403,4600.74,0.00023717,0.00020684,2.339e-05,11.07498,23327,11.05165,999182933.451064,999182933.451064,999482783.0,0.0023511,-90.01622,2024-11-18T09:16:43.041Z,6.298e-05,272.70878,2025-04-09T12:35:09.352Z,2025-07-11T13:52:43.772Z
aragon-protocol,arg,Aragon Protocol,0.209519,201139,5854,201139,867.77,0.21303,0.181032,0.02762089,15.18477,26516,15.18477,960000.0,960000.0,1000000.0,4.16,-94.96089,2024-12-17T04:54:43.333Z,0.082144,155.06508,2025-06-16T06:08:02.082Z,2025-07-11T11:30:50.292Z
ape-man,apeman,Ape Man,4.33595e-07,182244,5989,182244,3831.95,4.77748e-07,4.20218e-07,-2.8783326191e-08,-6.22506,-12280.228298097296,-6.31297,420690000000.0,420690000000.0,420690000000.0,3.36e-06,-87.11125,2025-01-14T17:19:59.955Z,2.47756e-07,74.85002,2025-02-20T17:10:52.181Z,2025-07-11T13:53:08.433Z
andy70b,andy70b,ANDY70B,0.000188,181572,5991,181572,7619.22,0.00019399,0.00017684,9.68e-06,5.42636,8668.96,5.01377,965383606.16,965383606.16,965383606.16,0.02425673,-99.22462,2024-12-22T06:45:24.243Z,4.387e-05,328.72814,2025-04-07T06:58:24.718Z,2025-07-11T13:52:52.051Z
apillon,nctr,Apillon,0.0047027,176332,6041,705405,4.73,,,,,,,37495952.95488688,150000000.0,150000000.0,0.04553041,-89.6713,2024-07-28T16:07:08.139Z,0.00412287,14.06373,2025-06-22T14:35:21.423Z,2025-07-10T01:45:52.931Z
anarcho-catbus,🖕,ANARCHO•CATBUS,0.00753299,158193,6192,158193,150.66,0.00777057,0.00722085,-0.000213372036635702,-2.75448,9499.61,6.38873,21000000.0,21000000.0,21000000.0,0.198748,-96.20978,2024-05-30T14:10:18.401Z,0.00406261,85.42235,2025-04-26T13:59:30.919Z,2025-07-10T22:40:43.108Z
andy-on-eth,andy,Andy on ETH,0.130714,125920,6464,125920,1462.1,0.139964,0.130132,-0.007124496333254599,-5.16874,3308.96,2.69875,963324.0,963324.0,1000000.0,1.4,-90.62049,2024-04-27T17:56:55.981Z,0.04229304,209.42993,2024-09-11T14:49:17.396Z,2025-07-11T13:49:34.349Z
aok,aok,AOK,0.00061403,122806,6501,614029,51358,0.00061526,0.000608,3.82e-06,0.62658,765.73,0.62744,200000000.0,1000000000.0,1000000000.0,0.300956,-99.79564,2022-03-24T18:43:55.225Z,2e-06,30687.95294,2025-04-16T15:55:32.427Z,2025-07-11T13:52:35.760Z
apple-cat,$acat,Apple Cat,0.00012133,121331,6533,121331,682.55,0.000121,0.00011085,9.5e-06,8.49888,9827.99,8.81413,999969359.0,999969359.0,,0.00762093,-98.41709,2024-03-31T22:42:36.343Z,3.717e-05,224.50085,2025-04-09T12:34:31.887Z,2025-07-11T13:50:06.617Z
antimatter,tune,Bitune,0.00287857,95521,6888,287762,82003,0.00290244,0.002869,-5.59942209535e-06,-0.19414,-214.3059532698826,-0.22385,33194608.20917096,100000000.0,,6.05,-99.95241,2021-04-08T22:44:36.228Z,1.55258e-13,1853395162817.9639,2021-07-23T17:36:57.982Z,2025-07-11T13:52:02.323Z
amouranth-s-minutes,amouranth,Amouranth's minutes,0.908479,89919,6963,89919,5323.97,1.026,0.869456,-0.05780072776414158,-5.98178,-5714.819048541001,-5.97572,98977.667323,98977.667323,100000.0,9.22,-90.14596,2025-05-18T14:51:28.187Z,0.594749,52.75003,2025-07-02T19:02:11.676Z,2025-07-11T13:52:01.694Z
